1,Motor,VENDOR1,JK3,-6.351432765,106.7529588,-6.16223509999999,106.6726993,-6.3893891,106.8199299,-6.2308233,106.8399623,-6.3012182,106.8078823,-6.2974903,106.6406109,-6.3682818,106.8050018,-6.2618041,106.8041214,-6.2250136,106.829553,-6.1718347,106.8639728,-6.3694102,106.8489224,-6.3010936,106.8397646,-6.3447084,106.8261343,-6.2679922,106.7430377,-6.4082219,106.8904796,-6.248252,106.8235859,-6.2254878,106.6895581,-6.3087562,106.8750181,-6.2139609,106.8258576,-6.4045415,106.7726999,-6.19415309999999,106.8904405,-6.440713,106.8347885,-6.2399408,106.8239102,-6.24173249999999,106.7518943,-6.3243548,106.7180678,-6.27136499999999,106.707943,-6.3426918,106.729176,-6.351432765,106.7529588
2,Motor,VENDOR1,JK3,-6.351432765,106.7529588,-6.3364712,106.7301873,-6.243365,106.6288533,-6.2634057,106.6623118,-6.2956848,106.7477445,-6.3345709,106.781262,-6.2955978,106.8041117,-6.3334062,106.8969341,-6.3788814,106.8361972,-6.4205146,106.8479023,-6.4052829,106.7628915,-6.3703054,106.7308545,-6.3544322,106.764658,-6.351432765,106.7529588
3,GranMax,VENDOR2,JK3,-6.351432765,106.7529588,-6.3689838,106.7496288,-6.39395409999999,106.7706729,-6.2980829,106.8084484,-6.2436355,106.8307707,-6.1155713,106.7943771,-6.2389398,106.7634147,-6.2585628,106.7528482,-6.2753975,106.7004288,-6.2845847,106.7258366,-6.351432765,106.7529588
4,MobilBox,VENDOR3,JK3,-6.351432765,106.7529588,-6.3748043,106.8631246,-6.3126607,106.861588,-6.3351773,106.8191148,-6.351432765,106.7529588
