kode_produk,HNA,HET,UOM,berat_gram,panjang_cm,lebar_cm,tinggi_cm,is_life_saving,volume_cm3,kategori_pengiriman
ENDO042,5100000,6885000,PCS,947,62,20,8,0,"9,920",3
SURG060,850000,1147500,PCS,70,23,13,4,0,"1,196",3
EEAC002,6715000,9065250,PCS,967,19,56,4,0,"4,256",3
EEAC004,6545000,8835750,PCS,967,19,56,4,0,"4,256",3
VLOC002,823075.4,1111151.45,Ea,12,13,6,0,0,14,3
VLOC003,750511.75,1013190.65,Ea,12,13,6,0,0,14,3
VLOC005,842172.35,1136932.8,Ea,12,13,6,0,0,14,3
BIOS010,153925.65,207799.5,Ea,6,13,6,0,0,14,3
CHRO036,67077.75,90554.75,Ea,6,13,6,0,0,14,3
CHRO037,75703.55,102199.75,Ea,6,13,6,0,0,14,3
CHRO039,81452.1,109960.25,Ea,6,13,6,0,0,14,3
CHRO042,91034.15,122896.4,Ea,6,13,6,0,0,14,3
CHRO045,66118.1,89259.35,Ea,6,13,6,0,0,14,3
CHRO046,88156.05,119011.05,Ea,6,13,6,0,0,14,3
CHRO048,70907.85,95725.3,Ea,6,13,6,0,0,14,3
CHRO049,75703.55,102199.75,Ea,6,13,6,0,0,14,3
MONO050,58867.6,79471.6,Ea,6,13,6,0,0,14,3
MONO051,57800.85,78030.85,Ea,6,13,6,0,0,14,3
MONO053,51850,69997.5,Ea,6,13,6,0,0,14,3
MONO054,56730.7,76586.7,Ea,6,13,6,0,0,14,3
MONO055,58867.6,79471.6,Ea,6,13,6,0,0,14,3
BIOS015,138681.75,187220.15,Ea,6,13,6,0,0,14,3
DERM005,99777.25,134699.5,Ea,6,13,6,0,0,14,3
DERM006,56459.55,76220.35,Ea,6,13,6,0,0,14,3
DERM011,53896.8,72760.85,Ea,6,13,6,0,0,14,3
DERM012,56190.95,75857.4,Ea,6,13,6,0,0,14,3
DERM013,53896.8,72760.85,Ea,6,13,6,0,0,14,3
SOFS015,64478.45,87045.95,Ea,6,13,6,0,0,14,3
SOFS016,67057.35,90527.55,Ea,6,13,6,0,0,14,3
SOFS019,59309.6,80068.3,Ea,6,13,6,0,0,14,3
SOFS020,61896.15,83560.1,Ea,6,13,6,0,0,14,3
SOFS024,67278.35,90825.9,Ea,6,13,6,0,0,14,3
SOFS025,70340.9,94960.3,Ea,6,13,6,0,0,14,3
SOFS018,58032.05,78343.65,Ea,6,13,6,0,0,14,3
TICR017,307700,415395,Ea,6,13,6,0,0,14,3
SURG009,124364.35,167892,Ea,6,13,6,0,0,14,3
SURG019,93783.9,126608.35,Ea,6,13,6,0,0,14,3
SURG020,91623.2,123691.15,Ea,6,13,6,0,0,14,3
SURG021,84608.15,114221.3,Ea,6,13,6,0,0,14,3
SURG022,86650.7,116978.7,Ea,6,13,6,0,0,14,3
SURG023,91744.75,123855.2,Ea,6,13,6,0,0,14,3
SURG024,95915.7,129486.45,Ea,6,13,6,0,0,14,3
SURG025,136000,183600,Ea,6,13,6,0,0,14,3
SURG026,140674.15,189910.4,Ea,6,13,6,0,0,14,3
SURG027,134610.25,181724.05,Ea,6,13,6,0,0,14,3
SURG029,153000,206550,Ea,6,13,6,0,0,14,3
SURG033,146795,198173.25,Ea,6,13,6,0,0,14,3
SURG034,144500,195075,Ea,6,13,6,0,0,14,3
SURG035,146795,198173.25,Ea,6,13,6,0,0,14,3
PLAI025,67781.55,91505.05,Ea,6,13,6,0,0,14,3
PLAI027,82223.05,111001.5,Ea,6,13,6,0,0,14,3
PLAI028,84446.65,114002.85,Ea,6,13,6,0,0,14,3
PLAI029,85560.15,115506.5,Ea,6,13,6,0,0,14,3
PLAI033,93335.1,126002.3,Ea,6,13,6,0,0,14,3
PLAI037,113337.3,153005.1,Ea,6,13,6,0,0,14,3
POLY001,117512.5,158642.3,Ea,6,13,6,0,0,14,3
POLY004,83039.05,112103.1,Ea,6,13,6,0,0,14,3
POLY005,89250,120487.5,Ea,6,13,6,0,0,14,3
POLY006,120041.25,162055.9,Ea,6,13,6,0,0,14,3
POLY007,122563.2,165460.15,Ea,6,13,6,0,0,14,3
POLY014,132672.25,179107.75,Ea,6,13,6,0,0,14,3
POLY015,145309.2,196167.25,Ea,6,13,6,0,0,14,3
POLY018,195848.5,264395.9,Ea,6,13,6,0,0,14,3
POLY010,144045.25,194461.3,Ea,6,13,6,0,0,14,3
POLY024,123828,167167.8,Ea,6,13,6,0,0,14,3
POLY025,130150.3,175702.65,Ea,6,13,6,0,0,14,3
POLY027,165526.45,223460.75,Ea,6,13,6,0,0,14,3
POLY028,126356.75,170581.4,Ea,6,13,6,0,0,14,3
POLY041,106139.5,143288.75,Ea,6,13,6,0,0,14,3
POLY043,165526.45,223460.75,Ea,6,13,6,0,0,14,3
POLY046,94766.5,127935.2,Ea,6,13,6,0,0,14,3
POLY048,105400,142290,Ea,6,13,6,0,0,14,3
SOFS002,68348.5,92270.9,Ea,6,13,6,0,0,14,3
SOFS004,50150,67702.5,Ea,6,13,6,0,0,14,3
SOFS007,54162,73118.7,Ea,6,13,6,0,0,14,3
SOFS008,55449.75,74856.95,Ea,6,13,6,0,0,14,3
VASC009,369635.25,499007.8,PCS,50,13,6,0,0,"1,134",3
TISS005,5179730,6992635.5,BOX,50,13,6,6,0,"11,340",3
ABSF003,3537762.9,4775980,Ea,90,56,23,4,1,"5,115",3
PARI056,1275000,1721250,BOX,220,61,33,6,1,"3,020",3
PARI058,1356860.95,1831761.9,Ea,100,30,17,3,1,"1,530",3
PARI059,1359034.4,1834696.1,Ea,100,30,17,3,1,"1,530",3
PARI060,1870000,2524500,Ea,100,30,17,3,1,"1,530",3
PARI065,4237805.9,5721038.05,PCS,100,33,33,3,1,"3,267",3
PARI067,12622500,17040375,PCS,100,33,33,3,1,"3,267",3
ISOC001,46851.15,63248.5,BOX,448,5,14,21,0,"1,471",3
BOOS002,112010.45,151214.15,CAN,510,10,10,14,0,"1,635",3
BOOS003,212534.85,286921.75,CAN,997,13,13,17,0,"3,093",3
NUTR011,148976.1,201117.65,CAN,400,10,10,14,0,2,3
PEPT002,228476.6,308443.75,CAN,540,10,10,14,0,"1,635",3
NUTR010,150994.85,203843.6,CAN,510,10,10,14,0,"1,635",3
NUTR005,122105.05,164841.35,CAN,510,10,10,14,0,"1,635",3
NUTR006,234672.25,316807.75,CAN,997,13,13,17,0,"3,093",3
PEPT001,237875.05,321130.85,CAN,540,10,10,14,0,"1,635",3
FISH001,10727,14481.45,SAC,30,10,7,2,0,70,3
FISH003,10727,14481.45,SAC,30,10,7,2,0,70,3
FISH004,10727,14481.45,SAC,30,10,7,2,0,70,3
FISH005,10727,14481.45,SAC,30,10,7,2,0,70,3
FISH006,10727,14481.45,SAC,30,10,7,2,0,70,3
FISH008,10727,14481.45,SAC,30,10,7,2,0,70,3
FISH010,10727,14481.45,SAC,30,10,7,2,0,70,3
FISH011,10727,14481.45,SAC,30,10,7,2,0,70,3
FISH012,10727,14481.45,SAC,30,10,7,2,0,70,3
FISH013,10727,14481.45,SAC,30,10,7,2,0,70,3
FISH014,10727,14481.45,SAC,30,10,7,2,0,70,3
RICO001,10922.5,14745.8,BOX,40,6,2,8,0,116,3
RICO005,10922.5,14745.8,BOX,40,6,2,8,0,116,3
RICO011,22100,29835,CAN,100,8,8,5,0,350,3
RICO007,10922.5,14745.8,BOX,40,6,2,8,0,116,3
RICO009,22100,29835,CAN,100,8,8,5,0,350,3
RICO010,22100,29835,CAN,100,8,8,5,0,350,3
RICO012,9180,12393,BOX,25,7,4,2,0,65,3
RICO013,11220,15147,BOX,25,7,4,2,0,65,3
RICO014,11220,15147,BOX,25,7,4,2,0,65,3
FISH016,10727,14481.45,PCS,20,11,7,1,0,95,3
FISH017,10727,14481.45,PCS,20,11,7,1,0,95,3
RICO020,12860.5,17362.1,PCS,40,6,2,1,0,"2,139",3
RICO021,12860.5,17362.1,PCS,40,6,2,9,0,88,3
RICO022,12860.5,17362.1,PCS,40,18,12,9,0,"1,800",3
RICO023,8330,11245.5,PCS,33,5,2,8,0,86,3
RICO024,8330,11245.5,PCS,33,5,2,8,0,86,3
RICO025,8330,11245.5,PCS,33,5,2,8,0,86,3
ACTR001,271150,372831.25,BOX,10,3,8,2,0,56,1
NOVO012,681899.75,809943.75,BOX,140,16,8,3,0,390,1
NOVO013,681899.75,809943.75,BOX,140,17,8,3,0,498,1
LEVE002,803615.5,869760.8,BOX,140,17,8,3,0,498,1
TRES001,1205470,1627384.5,BOX,18,16,10,3,0,440,1
RYZO001,1205470,1627384.5,BOX,18,17,10,3,0,561,1
INSU006,560532.5,756719.3,BOX,18,16,10,3,0,440,1
MIXT006,560532.5,756719.3,BOX,18,16,10,3,0,440,1
VICT001,1426300,1925505,BOX,100,3,17,8,0,498,1
NOVO022,211225,285153.75,BOX,100,13,7,7,0,637,3
OZEM001,1497615,2021780.25,BOX,150,16,6,3,0,327,1
OZEM002,1497615,2021780.25,BOX,150,17,6,4,0,347,1
NOVO023,1903645.55,2569921.45,BOX,61.7,10,6,4,1,294,1
NOVO024,3807291.95,5139843.75,BOX,61.7,10,6,4,1,294,1
NOVO025,7614583.05,10279687.5,BOX,61.7,10,6,4,1,294,1
DESF001,927272.65,1251817.95,BOX,50,15,14,3,0,845,3
EXJA004,6742756.75,9102721.4,BOX,33,15,8,5,0,354,3
GLIV003,10263750,13856062.5,BOX,43.58,6,5,11,0,269,3
TASI003,6180562.5,8343759.8,BOX,40,7,5,11,0,369,3
TASI004,1926491.85,2600763.7,BOX,95.58,24,2,11,0,488,3
GLIV004,1123378.7,1516561.5,BOX,51,6,5,11,0,306,3
REBO001,2450000.05,3307500.45,BOX,37.8,13,6,4,0,312,3
REBO002,4900000.1,6615000.05,BOX,38.2,13,6,4,0,312,3
JAKA004,4519226.45,6100955.75,BOX,34,14,2,8,0,203,3
JAKA005,8609127.25,11622322,BOX,34,14,2,8,0,203,3
JAKA006,8609127.25,11622322,BOX,34,14,2,8,0,203,3
FEMA002,1432250,1933537.5,BOX,70,9,5,2,1,123,3
SAND001,551820,744957,BOX,31,11,7,2,1,184,1
SAND002,10110750,13649512.5,BOX,60,4,8,20,1,184,1
AFIN001,36966287.5,49904488.55,BOX,60,4,8,20,0,184,3
AFIN002,49288384.75,66539319.2,BOX,60,4,8,20,0,184,3
SAND004,14155050,19109317.5,BOX,960,20,1,3,1,777,1
TYKE001,4454545.7,6013636.95,BOX,132,13,8,6,0,563,3
VOTR001,3340908.85,4510226.65,BOX,53,7,5,10,0,325,3
VOTR002,13363636.25,18040909.15,BOX,86,7,5,10,0,325,3
KRYX001,6098750,8233312.5,BOX,52,7,4,11,1,253,3
XOLA001,3967891.8,5356654.1,BOX,40,1,1,0,0,0,1
SIMU023,17407705.9,23500403.05,BOX,38,10,7,3,0,228,1
FRAI001,2861100,4065051.05,BOX,36,10,7,3,1,228,1
CERT021,3030545.8,4305799.1,BOX,46,5,3,13,0,211,3
NEOR001,744561.75,1057873.45,BOX,100,17,6,6,0,594,3
NEOR002,1405929.75,1997545.05,BOX,130,20,6,6,0,702,3
NEOR003,2660075,3779434.05,BOX,169,20,8,6,0,878,3
MYFO001,541097.25,768791,BOX,3.9,13,6,4,0,312,3
MYFO002,1061344.85,1507958.65,BOX,3.9,13,6,4,0,312,3
CERT022,1075359.65,1527870.75,BOX,31,5,3,11,0,156,3
CERT023,1962552.25,2788393.55,BOX,32,5,3,11,0,156,3
PATI001,4590000,6196500,BOX,48,15,8,3,0,480,1
SIMB001,263500,355725,BOX,17,3,3,7,0,63,3
IZBA001,294525,418460.95,BOX,17,5,4,11,0,204,3
PAZE001,87550,118192.5,BOX,17,4,4,9,0,133,3
PAGE001,4972500,6712875,BOX,40,15,8,4,0,381,1
ILEV001,88400,119340,BOX,20,4,4,9,0,143,1
GALV005,180330.9,243446.8,BOX,20,2,15,6,0,191,3
GALV006,193211.8,260836.1,BOX,60,2,15,6,0,573,3
GALV007,193211.8,260836.1,BOX,80,2,15,6,0,875,3
GALV008,37779.95,51002.55,BOX,28.3,7,11,2,0,150,3
VOLT005,280191.45,398095.8,BOX,32.4,10,5,4,0,177,3
VOLT006,522297.8,742080.6,BOX,36.7,10,5,4,0,177,3
CATA003,133430.45,189578.05,BOX,38,10,5,4,0,174,3
CATA004,248254.4,352719.4,BOX,39,5,4,11,0,223,3
VOLT007,383783.5,545279.25,BOX,38.3,5,4,11,0,223,3
CATA005,254649.8,361806.75,BOX,33,10,5,4,0,174,3
VOLT008,251441.9,357249.05,BOX,47.6,11,7,2,0,143,3
VOLT009,187750.55,266755.5,BOX,36.7,12,7,3,0,195,3
EXFO001,291794.8,393923.15,BOX,35,15,2,7,0,210,3
EXFO002,308367.25,416296,BOX,35,15,2,7,0,210,3
EXFO003,308367.25,416296,BOX,35,15,2,7,0,210,3
CATA006,38912.15,55285.7,BOX,34,4,4,9,0,130,1
GILE001,17008015.5,22960821.35,BOX,37,8,3,11,0,260,3
CATA007,64381.55,91473.6,BOX,28.7,13,2,8,0,209,3
UPER001,380579.85,513782.5,BOX,30,15,8,2,0,225,3
UPER002,475996.6,642595.75,BOX,30,15,8,2,0,225,3
UPER003,559996.15,755995.1,BOX,40,15,8,2,0,225,3
VOLT010,160833.6,228512.3,BOX,100,12,11,2,0,252,3
GIMM034,0,0,PCS,6,3,3,6,0,406,3
GIMM036,0,0,PCS,12,4,4,10,0,190,3
GIMM037,0,0,PCS,12,4,4,10,0,190,3
GIMM038,0,0,PCS,12,11,0,15,0,190,3
GIMM039,0,0,PCS,12,4,4,19,0,190,3
GIMM103,0,0,PCS,380,70,33,1,0,"2,310",3
GIMM104,0,0,PCS,380,70,33,1,0,"2,310",3
GIMM105,0,0,PCS,200,18,11,6,0,"1,155",3
GIMM106,0,0,PCS,100,22,6,1,0,121,3
GIMM107,0,0,PCS,50,14,2,1,0,34,3
GIMM108,0,0,PCS,50,14,2,1,0,34,3
GIMM109,0,0,PCS,390,50,80,1,0,"4,000",3
GIMM110,0,0,PCS,120,70,8,1,0,560,3
GIMM111,0,0,PCS,125,1,15,21,0,311,3
GIMM121,0,0,PCS,"1,080.90",9,9,24,0,"1,790",3
GIMM119,0,0,PCS,520,5,21,21,0,"2,226",3
GIMM120,0,0,PCS,"1,080.90",9,9,24,0,"1,790",3
ZPAC002,11578.7,15631.5,PCS,0.02,4,0,23,0,321,3
ZPAC006,10965.85,14803.6,PCS,0.02,4,0,23,0,321,3
ZPAC003,21380.05,28863.45,PCS,0.02,4,0,23,0,321,3
ZPAC007,8516.15,11497.1,PCS,0.02,4,0,23,0,321,3
ZPKI001,12190.7,16457.7,PCS,0.03,4,0,23,0,321,3
XYNT003,5992498.3,8514141.45,BOX,725,10,7,6,1,266,1
XALK001,8633319.95,12266221.65,BOX,22.7,13,3,5,0,352,3
PROV011,280277.3,398217.35,BOX,21.2,12,2,7,0,176,3
PROV012,1441681.6,2048341.05,BOX,60,11,5,6,0,443,3
INLY001,24194793.55,34375961.8,BOX,30,14,7,2,0,14,3
IBRA003,11049996.6,15699835.75,BOX,19.1,12,5,3,1,557,3
IBRA004,11049996.6,15699835.75,BOX,19.9,12,5,3,1,557,3
IBRA005,11049996.6,15699835.75,BOX,20.6,12,5,3,1,558,3
ENBR001,5518132,7840162,BOX,70,13,5,19,0,1,1
CAMP001,1638646.15,2328189.1,BOX,21,5,5,8,1,377,3
CAMP002,1809023.55,2570261.45,BOX,30,5,5,8,1,377,3
AROM001,1830461.4,2600719.5,BOX,17,9,3,6,1,194,3
BENE002,4344756.3,6173029.8,BOX,71.8,11,7,6,1,472,1
DIFL001,575343.75,817448.4,BOX,32,4,6,8,0,213,3
DIFL002,354676.95,503925.05,BOX,10,7,7,1,0,75,3
DIFL003,457317.85,649757,VL,220,5,5,12,0,405,3
GENO004,2330122,3310636.95,BOX,80,24,4,3,0,334,1
DALA004,231667.5,238075.65,BOX,300,10,7,4,0,222,3
OLME001,381905,542611.1,BOX,40,5,13,2,0,102,3
OLME002,467353.8,664016.6,BOX,40,13,7,2,0,269,3
DYNA009,129672.6,184239.2,BOX,20,7,5,8,0,109,3
OLME003,374630.7,532275.1,BOX,22,12,2,9,0,152,3
OLME004,458451.75,651368.6,BOX,22,13,7,2,0,310,3
ELIQ001,402388.3,571713.4,BOX,20,5,14,3,0,186,3
NORM004,302212.4,429383.45,BOX,20,11,7,2,0,169,3
NORM005,302212.4,429383.45,BOX,20,13,5,2,0,148,3
NORM006,302212.4,429383.45,BOX,20,13,5,2,0,148,3
ELIQ002,402388.3,571713.4,BOX,20,3,8,6,0,186,02-A
SUTE001,11622872.8,16513777.9,BOX,41,5,5,9,0,196,02-A
DAVI003,9835711.25,13974578.85,BOX,20,6,3,11,1,330,3
DAVI004,9835711.25,13974578.85,BOX,20,7,3,11,1,330,3
CRES001,8762437.5,12449671.2,BOX,60,22,10,21,1,342,3
CRES002,5119626.5,7273965.1,BOX,20,4,4,7,1,134,1
LORL001,7166724,10182481.5,BOX,23,14,7,3,1,300,3
LORL002,21500172,30547444.5,BOX,27.5,14,7,3,1,300,3
PAXL001,3636448.75,5166666.35,BOX,48.1,6,6,11,1,491,02-A
PONS001,228550.55,324724.65,BOX,100,12,8,5,0,554,3
DETR001,324099.05,460479.85,BOX,20,3,9,6,0,198,02-A
NORV001,375853,534011.65,BOX,20,6,6,3,0,133,3
NORV003,209724.75,297976.85,BOX,20,7,7,2,0,96,3
LIPI001,485024.45,536937.35,BOX,20,2,6,10,0,170,02-A
LIPI002,519406.95,737973.4,BOX,20,2,6,11,0,221,02-A
LIPI003,544765.85,774003.2,BOX,40,7,3,14,0,280,02-A
NORV005,699082.5,993256.45,BOX,40,6,5,7,0,204,3
CADU006,321683.35,457047.55,BOX,20,11,7,2,0,189,02-A
CADU007,321683.35,457047.55,BOX,20,11,6,2,0,184,02-A
CADU008,545502.8,775050.4,BOX,20,14,6,5,0,15,02-A
CADU009,545502.8,775050.4,BOX,30,11,6,2,0,184,02-A
LIPI006,1455070.8,1964345.75,BOX,40,10,5,6,0,248,02-A
LIPI007,1558220,2213919.35,BOX,60,5,7,11,0,358,02-A
LIPI008,1634296.7,2322008.75,BOX,100,14,8,7,0,678,02-A
LIPI009,589870.25,838087.25,BOX,46,14,7,3,0,282,3
NEUR003,1294140.3,1838714.9,BOX,100,12,8,5,0,907,02-A
EFEK001,491721.6,698637.95,BOX,20,13,7,3,0,288,02-A
DILA011,443630.3,408108.8,BTL,200,5,5,9,0,236,3
REVA001,6209233,8382464.55,BOX,20,9,6,3,0,162,3
CELE001,275945.7,392063.35,BOX,40,8,6,3,0,167,02-A
CELE002,388075.15,551377.15,BOX,30,8,6,3,0,170,02-A
LYRI001,267432.95,379968.7,BOX,20,12,5,2,0,222,3
LYRI002,162084.8,230290.5,BOX,10,13,5,2,0,227,3
LYRI003,112239.1,159469.35,BOX,20,2,13,11,0,227,3
CELE008,919818.15,1306877.55,BOX,67.2,8,6,8,0,509,02-A
CELE009,1293584.4,1837924.4,BOX,67.2,8,6,8,0,509,02-A
VIAG002,406096,576980.85,BOX,10,7,2,6,0,101,3
VIAG003,526993.2,748752.25,BOX,10,7,2,6,0,100,3
LIVR001,25075,33851.25,BOX,69.5,15,7,4,0,578,3
NOZA001,61625,83193.75,BOX,8.94,17,9,8,0,"1,120",3
BECE001,97750,131962.5,BOX,228,9,7,19,0,"1,323",3
BIOR002,54400,73440,BOX,100,9,4,8,0,339,3
NACO002,79605.9,107468.05,BOX,38.6,15,2,7,0,245,3
DEXT006,154275,208271.25,BOX,44,10,4,6,0,242,3
NBTO001,13294.85,17947.75,TUB,13.18,9,2,2,0,71,3
FLUC003,14561.35,19657.95,TUB,13.18,9,2,2,0,71,3
PHAP001,34000,45900,BOX,63,9,3,6,0,237,3
PEHA006,7650,10327.5,BOX,19.5,13,2,5,0,131,3
PEHA005,10200,13770,BOX,30.5,15,2,7,0,200,3
PEHA004,34425,46473.75,BOX,126.6,21,5,7,0,900,3
PEHA003,32257.5,43548.05,BOX,79.1,21,4,7,0,674,3
TEBO001,473917.5,639789.05,BOX,61.1,8,6,6,0,310,02-A
PROT008,156782.5,211656.8,BOX,33,14,1,8,0,147,02-A
PROT007,71400,96390,BOX,25.1,12,8,1,0,150,02-A
PEHA002,42500,57375,BOX,244,6,6,11,0,460,02-A
PEHA001,51000,68850,BOX,112.91,15,4,7,0,600,3
PANT004,42500,57375,BOX,24.4,3,3,6,0,101,02-A
OSTE001,152235,205517.25,BOX,86.87,15,7,6,0,727,3
KOLK001,255000,344250,BOX,92.8,5,5,8,0,219,02-A
HYPO001,111433.3,150434.7,BOX,10,19,14,8,0,"1,873",1
HEPA017,64795.5,87474.35,BOX,32.27,12,7,2,0,232,02-A
CARD012,102000,137700,BOX,30,10,7,3,0,201,3
CARD011,209673.75,283059.35,BOX,47.66,3,5,13,0,306,3
TEBO002,436645,589470.75,BOX,33,7,10,3,0,218,02-A
TEBO003,285153.75,384957.35,BOX,21,8,6,2,0,113,02-A
CEFO010,13260,17901,BOX,32.4,5,3,6,0,95,3
CEFT008,67150,90652.5,BOX,155,14,6,57,0,"4,389",3
PREG006,76500,103275,BOX,23.33,9,3,5,0,145,3
PEHA007,76075,102701.25,BOX,131.94,21,5,7,0,889,02-A
GABA002,24225,32703.75,BOX,147,10,2,7,0,235,3
EXEL004,1079981.1,1457974.4,BOX,84,7,4,8,0,283,02-A
TEGR003,64345,86865.75,BOX,40,5,4,11,0,321,3
TEGR004,38323.95,51736.95,BOX,40,5,4,11,0,234,3
TRIL004,273944.8,369825.65,BOX,79,6,6,11,0,482,3
EXEL003,1079981.1,1457974.4,BOX,64,8,7,4,0,236,02-A
TRIL005,106250,143437.5,BOX,250,7,7,15,0,"1,046",3
LIOR002,303563.05,409810.5,BOX,29,10,5,4,0,211,02-A
SIRD002,649779.1,877201.7,BOX,49,14,5,3,0,265,02-A
ULTI002,664184.05,896648.85,BOX,82,15,9,6,0,931,3
SEEB002,477360,644436,BOX,1,15,9,6,0,754,3
ONBR003,478941,646570.35,BOX,90,12,8,6,0,632,3
ONBR004,478941,646570.35,BOX,90,12,8,6,0,632,3
ENER002,722500,975375,BOX,107,15,9,6,0,950,3
STAL003,498542,673031.7,BOX,57,11,6,6,0,342,3
QUID007,4250000,5737500,BOX,0.41,17,17,62,0,"17,888",1
QUID005,6800000,9180000,BOX,0.43,17,17,62,0,"17,888",1
QUID008,3145000,4245750,BOX,0.43,17,17,7,0,"1,879",1
ACCU032,250750,338512.5,BOX,39,4,8,5,0,185,02-A
ACCU034,289000,390150,BOX,40,4,8,5,0,185,02-A
ACCU036,2550000,3442500,BOX,"1,468.00",15,22,8,0,"2,665",3
BMLA001,371450,501457.5,BOX,40,4,8,5,0,183,02-A
COAG001,3893000,5255550,BOX,774,14,17,8,0,"1,928",3
COAG002,824500,1113075,BOX,48,5,9,5,0,209,02-A
FAST023,382500,516375,BOX,380,27,15,8,0,"3,922",02-B
FAST025,850000,1147500,BOX,400,16,12,7,0,"2,247",02-B
FAST028,233750,315562.5,BOX,"1,960.00",16,12,7,0,"2,247",02-B
FAST027,276250,372937.5,BOX,"1,960.00",16,12,7,0,"2,247",02-B
FAST026,276250,372937.5,BOX,"1,960.00",16,12,7,0,"2,247",02-B
FAST029,446250,602437.5,BOX,"1,960.00",16,12,7,0,"2,247",02-B
FAST031,773500,1044225,BOX,"1,360.00",16,12,7,0,"2,247",02-B
STAN006,1020000,1377000,BOX,231,15,13,1,0,163,02-B
STAN007,1700000,2295000,BOX,213,18,14,1,0,189,02-B
STAN008,1275000,1721250,BOX,215,18,14,1,0,189,02-B
STAN009,2125000,2868750,BOX,216,17,12,7,0,"1,453",02-B
STAN010,425000,573750,BOX,250,17,12,6,0,"1,248",02-B
STAN011,425000,573750,BOX,219,17,12,7,0,"1,453",02-B
STAN012,1700000,2295000,BOX,250,27,15,7,0,"2,876",02-B
STAN015,1678750,2266312.5,BOX,300,17,12,7,0,287,02-B
STAN016,1700000,2295000,BOX,300,17,12,7,0,287,1
STAN018,361250,487687.5,BOX,300,12,17,7,0,82,02-B
STAN021,539750,728662.5,BOX,300,17,12,7,0,"1,453",02-B
MERI004,21295.9,28749.55,BOX,70,5,5,11,0,399,3
MEDI013,66857.6,90258.1,BOX,250,14,5,8,0,573,3
MINO001,21828,29467.8,BOX,63.33,7,4,7,0,107,3
CAPU001,136552.5,184346.3,BOX,170,14,7,4,0,367,3
MINO004,8599.45,11609.3,BTL,24.03,3,3,8,0,68,3
MERI007,99110,133798.5,BOX,153,9,7,9,0,583,3
GOLD001,24310,32818.5,KLG,150,7,9,6,0,638,3
GOLD002,24310,32818.5,KLG,150,7,9,6,0,638,3
GOLD003,24310,32818.5,KLG,160,7,7,10,0,510,3
GOLD004,24310,32818.5,KLG,160,7,7,10,0,510,3
GOLD011,23800,32130,KLG,150,7,7,10,0,874,3
GOLD012,23800,32130,KLG,150,7,9,6,0,638,3
GOLD020,24055,32474.25,CAN,160,7,7,10,0,510,3
GOLD013,15456.4,20865.8,BOX,45,6,2,9,0,94,3
GOLD014,15456.4,20865.8,BOX,45,6,2,9,0,94,3
GOLD015,15456.4,20865.8,BOX,45,6,2,9,0,94,3
GOLD016,15456.4,20865.8,BOX,45,6,2,9,0,94,3
GOLD017,15456.4,20865.8,BOX,45,6,2,9,0,94,3
GOLD018,15456.4,20865.8,BOX,45,6,2,9,0,94,3
WARM010,42596.9,57505.9,BOX,175,10,10,14,0,"1,218",3
ESTA001,10222.95,13800.6,BOX,84,8,5,9,0,329,3
STAR072,12750,17212.5,PCS,40,15,15,2,0,487,3
STAR073,8500,11475,PCS,40,15,15,2,0,487,3
STAR074,25500,34425,PCS,70,20,20,2,0,800,3
STAR075,25500,34425,PCS,6,20,18,1,0,502,3
STAR076,42500,57375,PCS,90,21,22,2,0,903,3
STAR077,42500,57375,PCS,50,22,21,4,0,"1,848",3
STAR110,15980,21573,PCS,83,22,21,0,0,90,3
STAR128,15980,21573,PCS,100,15,10,2,0,300,3
STAR119,5950,8032.5,PCS,16,26,10,1,0,135,3
STAR132,6375,8606.25,PCS,50,25,12,1,0,300,3
STAR120,5950,8032.5,PCS,30,21,16,3,0,"1,008",3
STAR121,5950,8032.5,PCS,30,21,16,3,0,"1,008",3
STAR138,216750,292612.5,BOX,300,26,12,6,0,"1,938",3
STAR139,216750,292612.5,BOX,300,20,12,6,0,"1,705",3
STAR140,49980,67473,ROL,43,5,6,6,0,230,3
STAR141,95200,128520,ROL,85,10,6,6,0,438,3
STAR022,7225,9753.75,PSG,20,27,14,27,0,248,3
STAR054,8500,11475,PSG,30,27,14,1,0,189,3
STAR055,8500,11475,PSG,30,27,14,1,0,189,3
STAR056,8500,11475,PSG,30,27,14,1,0,189,3
STAR012,29750,40162.5,BOX,200,21,16,3,0,"1,008",3
STAR104,29750,40162.5,BOX,100,18,10,10,0,"1,990",3
STAR123,29750,40162.5,BOX,200,18,10,9,0,"1,620",3
STAR036,72250,97537.5,BOX,500,22,12,6,0,"1,584",3
STAR037,72250,97537.5,BOX,500,22,12,6,0,"1,584",3
STAR038,72250,97537.5,BOX,500,22,12,6,0,"1,584",3
STAR039,72250,97537.5,BOX,627,23,12,6,0,"1,680",3
STAR124,8347,11268.45,PAK,105,23,11,1,0,129,3
STAR125,16694,22536.9,PAK,217,23,11,2,0,293,3
STAR134,40375,54506.25,BTL,470,9,7,17,0,"1,071",02-A
STAR015,59500,80325,BOX,627,20,12,7,0,"1,680",3
STAR016,59500,80325,BOX,690,20,12,8,0,"1,920",3
STAR106,63750,86062.5,BOX,460,20,12,8,0,"1,920",3
STAR107,63750,86062.5,BOX,460,20,12,8,0,"1,920",3
STAR108,63750,86062.5,BOX,627,20,12,7,0,"1,680",3
STAR109,63750,86062.5,BOX,460,20,12,8,0,"1,920",3
